1	2	25	7	0	1
2	3	25	7	0	1
3	4	25	7	0	1
4	5	25	7	0	1
5	6	25	7	0	1
6	7	25	7	0	1
7	8	25	7	0	1
8	9	25	7	0	1
9	10	25	7	0	1
10	6	1	1	20	1
11	4	1	1	20	1
12	5	1	1	20	1
13	2	1	1	15	1
14	3	1	1	17	1
15	7	1	1	7	1
16	10	1	1	12	1
17	6	2	1	40	1
18	4	2	1	40	1
19	5	2	1	40	1
20	2	2	1	30	1
21	3	2	1	34	1
22	7	2	1	14	1
23	10	2	1	24	1
24	6	3	1	60	1
25	4	3	1	60	1
26	5	3	1	60	1
27	2	3	1	45	1
28	3	3	1	51	1
29	7	3	1	21	1
30	10	3	1	36	1
31	6	4	1	70	1
32	4	4	1	70	1
33	5	4	1	70	1
34	2	4	1	50	1
35	3	4	1	60	1
36	7	4	1	25	1
37	10	4	1	40	1
38	6	5	1	90	1
39	4	5	1	90	1
40	5	5	1	90	1
41	2	5	1	65	1
42	3	5	1	77	1
43	7	5	1	32	1
44	10	5	1	52	1
45	6	6	1	110	1
46	4	6	1	110	1
47	5	6	1	110	1
48	2	6	1	80	1
49	3	6	1	94	1
50	7	6	1	39	1
51	10	6	1	60	1
52	6	7	1	120	1
53	4	7	1	120	1
54	5	7	1	120	1
55	2	7	1	80	1
56	3	7	1	100	1
57	7	7	1	45	1
58	10	7	1	60	1
59	6	8	1	120	1
60	4	8	1	120	1
61	5	8	1	120	1
62	2	8	1	80	1
63	3	8	1	100	1
64	7	8	1	45	1
65	10	8	1	60	1
66	6	9	1	140	1
67	4	9	1	140	1
68	5	9	1	140	1
69	2	9	1	95	1
70	3	9	1	117	1
71	7	9	1	52	1
72	10	9	1	72	1
73	6	10	1	160	1
74	4	10	1	160	1
75	5	10	1	160	1
76	2	10	1	110	1
77	3	10	1	134	1
78	7	10	1	59	1
79	10	10	1	84	1
80	6	11	1	180	1
81	4	11	1	180	1
82	5	11	1	180	1
83	2	11	1	120	1
84	3	11	1	150	1
85	7	11	1	66	1
86	10	11	1	90	1
87	6	12	1	180	1
88	4	12	1	180	1
89	5	12	1	180	1
90	2	12	1	120	1
91	3	12	1	150	1
92	7	12	1	70	1
93	10	12	1	90	1
94	6	13	1	180	1
95	4	13	1	180	1
96	5	13	1	180	1
97	2	13	1	120	1
98	3	13	1	150	1
99	7	13	1	70	1
100	10	13	1	90	1
101	6	14	1	180	1
102	4	14	1	180	1
103	5	14	1	180	1
104	2	14	1	120	1
105	3	14	1	150	1
106	7	14	1	70	1
107	10	14	1	90	1
108	6	15	1	180	1
109	4	15	1	180	1
110	5	15	1	180	1
111	2	15	1	120	1
112	3	15	1	150	1
113	7	15	1	70	1
114	10	15	1	90	1
115	6	16	1	180	1
116	4	16	1	180	1
117	5	16	1	180	1
118	2	16	1	120	1
119	3	16	1	150	1
120	7	16	1	70	1
121	10	16	1	90	1
122	6	17	1	200	1
123	4	17	1	200	1
124	5	17	1	200	1
125	2	17	1	135	1
126	3	17	1	167	1
127	7	17	1	77	1
128	10	17	1	102	1
129	6	18	1	220	1
130	4	18	1	220	1
131	5	18	1	220	1
132	2	18	1	150	1
133	3	18	1	184	1
134	7	18	1	84	1
135	10	18	1	114	1
136	6	19	1	240	1
137	4	19	1	240	1
138	5	19	1	240	1
139	2	19	1	165	1
140	3	19	1	201	1
141	7	19	1	91	1
142	10	19	1	126	1
143	6	20	1	260	1
144	4	20	1	260	1
145	5	20	1	260	1
146	2	20	1	180	1
147	3	20	1	218	1
148	7	20	1	98	1
149	10	20	1	135	1
150	6	21	1	270	1
151	4	21	1	270	1
152	5	21	1	270	1
153	2	21	1	180	1
154	3	21	1	225	1
155	7	21	1	105	1
156	10	21	1	135	1
157	6	22	1	270	1
158	4	22	1	270	1
159	5	22	1	270	1
160	2	22	1	180	1
161	3	22	1	225	1
162	7	22	1	105	1
163	10	22	1	135	1
164	6	23	1	270	1
165	4	23	1	270	1
166	5	23	1	270	1
167	2	23	1	180	1
168	3	23	1	225	1
169	7	23	1	105	1
170	10	23	1	135	1
171	6	24	1	270	1
172	4	24	1	270	1
173	5	24	1	270	1
174	2	24	1	180	1
175	3	24	1	225	1
176	7	24	1	105	1
177	10	24	1	135	1
178	6	1	2	25.432	1
179	4	1	2	25.432	1
180	5	1	2	25.432	1
181	2	1	2	19.074	1
182	3	1	2	21.6172	1
183	7	1	2	8.9012	1
184	10	1	2	15.2592	1
185	6	2	2	50.864	1
186	4	2	2	50.864	1
187	5	2	2	50.864	1
188	2	2	2	38.148	1
189	3	2	2	43.2344	1
190	7	2	2	17.8024	1
191	10	2	2	30.5184	1
192	6	3	2	76.296	1
193	4	3	2	76.296	1
194	5	3	2	76.296	1
195	2	3	2	57.222	1
196	3	3	2	64.8516	1
197	7	3	2	26.7036	1
198	10	3	2	45.7776	1
199	6	4	2	89.012	1
200	4	4	2	89.012	1
201	5	4	2	89.012	1
202	2	4	2	63.58	1
203	3	4	2	76.296	1
204	7	4	2	31.79	1
205	10	4	2	50.864	1
206	6	5	2	114.444	1
207	4	5	2	114.444	1
208	5	5	2	114.444	1
209	2	5	2	82.654	1
210	3	5	2	97.9132	1
211	7	5	2	40.6912	1
212	10	5	2	66.1232	1
213	6	6	2	139.876	1
214	4	6	2	139.876	1
215	5	6	2	139.876	1
216	2	6	2	101.728	1
217	3	6	2	119.5304	1
218	7	6	2	49.5924	1
219	10	6	2	76.296	1
220	6	7	2	152.592	1
221	4	7	2	152.592	1
222	5	7	2	152.592	1
223	2	7	2	101.728	1
224	3	7	2	127.16	1
225	7	7	2	57.222	1
226	10	7	2	76.296	1
227	6	8	2	152.592	1
228	4	8	2	152.592	1
229	5	8	2	152.592	1
230	2	8	2	101.728	1
231	3	8	2	127.16	1
232	7	8	2	57.222	1
233	10	8	2	76.296	1
234	6	9	2	178.024	1
235	4	9	2	178.024	1
236	5	9	2	178.024	1
237	2	9	2	120.802	1
238	3	9	2	148.7772	1
239	7	9	2	66.1232	1
240	10	9	2	91.5552	1
241	6	10	2	203.456	1
242	4	10	2	203.456	1
243	5	10	2	203.456	1
244	2	10	2	139.876	1
245	3	10	2	170.3944	1
246	7	10	2	75.0244	1
247	10	10	2	106.8144	1
248	6	11	2	228.888	1
249	4	11	2	228.888	1
250	5	11	2	228.888	1
251	2	11	2	152.592	1
252	3	11	2	190.74	1
253	7	11	2	83.9256	1
254	10	11	2	114.444	1
255	6	12	2	228.888	1
256	4	12	2	228.888	1
257	5	12	2	228.888	1
258	2	12	2	152.592	1
259	3	12	2	190.74	1
260	7	12	2	89.012	1
261	10	12	2	114.444	1
262	6	13	2	228.888	1
263	4	13	2	228.888	1
264	5	13	2	228.888	1
265	2	13	2	152.592	1
266	3	13	2	190.74	1
267	7	13	2	89.012	1
268	10	13	2	114.444	1
269	6	14	2	228.888	1
270	4	14	2	228.888	1
271	5	14	2	228.888	1
272	2	14	2	152.592	1
273	3	14	2	190.74	1
274	7	14	2	89.012	1
275	10	14	2	114.444	1
276	6	15	2	228.888	1
277	4	15	2	228.888	1
278	5	15	2	228.888	1
279	2	15	2	152.592	1
280	3	15	2	190.74	1
281	7	15	2	89.012	1
282	10	15	2	114.444	1
283	6	16	2	228.888	1
284	4	16	2	228.888	1
285	5	16	2	228.888	1
286	2	16	2	152.592	1
287	3	16	2	190.74	1
288	7	16	2	89.012	1
289	10	16	2	114.444	1
290	6	17	2	254.32	1
291	4	17	2	254.32	1
292	5	17	2	254.32	1
293	2	17	2	171.666	1
294	3	17	2	212.3572	1
295	7	17	2	97.9132	1
296	10	17	2	129.7032	1
297	6	18	2	279.752	1
298	4	18	2	279.752	1
299	5	18	2	279.752	1
300	2	18	2	190.74	1
301	3	18	2	233.9744	1
302	7	18	2	106.8144	1
303	10	18	2	144.9624	1
304	6	19	2	305.184	1
305	4	19	2	305.184	1
306	5	19	2	305.184	1
307	2	19	2	209.814	1
308	3	19	2	255.5916	1
309	7	19	2	115.7156	1
310	10	19	2	160.2216	1
311	6	20	2	330.616	1
312	4	20	2	330.616	1
313	5	20	2	330.616	1
314	2	20	2	228.888	1
315	3	20	2	277.2088	1
316	7	20	2	124.6168	1
317	10	20	2	171.666	1
318	6	21	2	343.332	1
319	4	21	2	343.332	1
320	5	21	2	343.332	1
321	2	21	2	228.888	1
322	3	21	2	286.11	1
323	7	21	2	133.518	1
324	10	21	2	171.666	1
325	6	22	2	343.332	1
326	4	22	2	343.332	1
327	5	22	2	343.332	1
328	2	22	2	228.888	1
329	3	22	2	286.11	1
330	7	22	2	133.518	1
331	10	22	2	171.666	1
332	6	23	2	343.332	1
333	4	23	2	343.332	1
334	5	23	2	343.332	1
335	2	23	2	228.888	1
336	3	23	2	286.11	1
337	7	23	2	133.518	1
338	10	23	2	171.666	1
339	6	24	2	343.332	1
340	4	24	2	343.332	1
341	5	24	2	343.332	1
342	2	24	2	228.888	1
343	3	24	2	286.11	1
344	7	24	2	133.518	1
345	10	24	2	171.666	1
346	6	1	3	50	1
347	4	1	3	50	1
348	5	1	3	50	1
349	2	1	3	37.5	1
350	3	1	3	42.5	1
351	7	1	3	17.5	1
352	10	1	3	30	1
353	6	2	3	100	1
354	4	2	3	100	1
355	5	2	3	100	1
356	2	2	3	75	1
357	3	2	3	85	1
358	7	2	3	35	1
359	10	2	3	60	1
360	6	3	3	150	1
361	4	3	3	150	1
362	5	3	3	150	1
363	2	3	3	112.5	1
364	3	3	3	127.5	1
365	7	3	3	52.5	1
366	10	3	3	90	1
367	6	4	3	175	1
368	4	4	3	175	1
369	5	4	3	175	1
370	2	4	3	125	1
371	3	4	3	150	1
372	7	4	3	62.5	1
373	10	4	3	100	1
374	6	5	3	225	1
375	4	5	3	225	1
376	5	5	3	225	1
377	2	5	3	162.5	1
378	3	5	3	192.5	1
379	7	5	3	80	1
380	10	5	3	130	1
381	6	6	3	275	1
382	4	6	3	275	1
383	5	6	3	275	1
384	2	6	3	200	1
385	3	6	3	235	1
386	7	6	3	97.5	1
387	10	6	3	150	1
388	6	7	3	300	1
389	4	7	3	300	1
390	5	7	3	300	1
391	2	7	3	200	1
392	3	7	3	250	1
393	7	7	3	112.5	1
394	10	7	3	150	1
395	6	8	3	300	1
396	4	8	3	300	1
397	5	8	3	300	1
398	2	8	3	200	1
399	3	8	3	250	1
400	7	8	3	112.5	1
401	10	8	3	150	1
402	6	9	3	350	1
403	4	9	3	350	1
404	5	9	3	350	1
405	2	9	3	237.5	1
406	3	9	3	292.5	1
407	7	9	3	130	1
408	10	9	3	180	1
409	6	10	3	400	1
410	4	10	3	400	1
411	5	10	3	400	1
412	2	10	3	275	1
413	3	10	3	335	1
414	7	10	3	147.5	1
415	10	10	3	210	1
416	6	11	3	450	1
417	4	11	3	450	1
418	5	11	3	450	1
419	2	11	3	300	1
420	3	11	3	375	1
421	7	11	3	165	1
422	10	11	3	225	1
423	6	12	3	450	1
424	4	12	3	450	1
425	5	12	3	450	1
426	2	12	3	300	1
427	3	12	3	375	1
428	7	12	3	175	1
429	10	12	3	225	1
430	6	13	3	450	1
431	4	13	3	450	1
432	5	13	3	450	1
433	2	13	3	300	1
434	3	13	3	375	1
435	7	13	3	175	1
436	10	13	3	225	1
437	6	14	3	450	1
438	4	14	3	450	1
439	5	14	3	450	1
440	2	14	3	300	1
441	3	14	3	375	1
